row_id,order_id,tanggal_pemesanan,tanggal_pengiriman,metode_pengiriman,customer_id,nama_pelanggan,segmen,negara,kota,provinsi,kode_pos,wilayah,product_id,kategori,sub_kategori,nama_produk,penjualan,kuantitas,diskon,keuntungan,clean_tanggal_pengiriman,clean_kota,clean_kode_pos,helper_weekday_num,helper_hari
2516,IDN-2014-106572,2014-09-05 0:00:00,2014-09-10 0:00:00,Standard Class,KS-7342,Kambali Saragih,Consumer,Indonesia,Medan,Sumatera Utara,20111,Central,OFF-ST-10000585,Office Supplies,Storage,Box Arsip 4074,3964800,2,"0,2",297360,2014-09-10 0:00:00,Medan,20111,5,Jumat
6216,IDN-2015-161711,2015-11-28 0:00:00,2015-12-03 0:00:00,Standard Class,MH-5178,Mumpuni Hidayanto,Corporate,Indonesia,Semarang,Jawa Tengah,50111,Central,FUR-FU-10000087,Furniture,Furnishings,Lampu Meja 8552,1022400,3,0,419184,2015-12-03 0:00:00,Semarang,50111,6,Sabtu
2980,IDN-2015-139850,2015-06-12 0:00:00,2015-06-17 0:00:00,Standard Class,PPS-4890,"Puji Pertiwi, S.Farm",Consumer,Indonesia,Medan,Sumatera Utara,20111,Central,OFF-PA-10003848,Office Supplies,Paper,Kertas HVS A4 3808,311040,4,"0,2",108864,2015-06-17 0:00:00,Medan,20111,5,Jumat
5939,IDN-2017-122077,2017-05-19 0:00:00,2017-05-25 0:00:00,Standard Class,IUS-6275,"Irwan Uyainah, S.E.",Consumer,Indonesia,Palembang,Sumatera Selatan,30111,Central,TEC-PH-10003811,Technology,Phones,Feature Phone Dual SIM 5748,1439880,1,"0,2",143988,2017-05-25 0:00:00,Palembang,30111,5,Jumat
5436,IDN-2015-160171,2015-10-19 0:00:00,2015-10-24 0:00:00,Standard Class,GL-9609,Genta Laksmiwati,Home Office,Indonesia,Makassar,Sulawesi Selatan,90111,South,TEC-AC-10000892,Technology,Accessories,Flashdisk 2774,4050000,3,0,1458000,2015-10-24 0:00:00,Makassar,90111,1,Senin
2652,IDN-2017-112515,2017-09-17 0:00:00,2017-09-21 0:00:00,Second Class,DN-7026,Dodo Nainggolan,Corporate,Indonesia,Denpasar,Bali,80231,South,OFF-BI-10000829,Office Supplies,Binders,Ordner Arsip A4 1570,161640,3,"0,2",52533,2017-09-21 0:00:00,Denpasar,80231,7,Minggu
9411,IDN-2017-110149,2017-12-10 0:00:00,2017-12-13 0:00:00,First Class,RLW-4712,R. Leo Wijayanti,Consumer,Indonesia,Semarang,Jawa Tengah,50111,Central,FUR-FU-10001475,Furniture,Furnishings,Gorden 7977,1318800,5,"0,2",230790,2017-12-13 0:00:00,Semarang,50111,7,Minggu
1916,IDN-2017-124597,2017-04-30 0:00:00,2017-05-05 0:00:00,Standard Class,HLW-2696,Hj. Lintang Wulandari,Home Office,Indonesia,DENPASAR,Bali,80231,South,OFF-AR-10002280,Office Supplies,Art,Kaligrafi Dinding 5682,232920,3,"0,2",72787,2017-05-05 0:00:00,Denpasar,80231,7,Minggu
2483,IDN-2017-126067,2017-08-28 0:00:00,2017-09-03 0:00:00,Standard Class,CGT-6975,Cut Gasti Thamrin,Home Office,Indonesia,Denpasar,Bali,80231,South,TEC-PH-10000912,Technology,Phones,Feature Phone Dual SIM 2301,527520,4,"0,2",171444,2017-09-03 0:00:00,Denpasar,80231,1,Senin
9151,IDN-2014-157070,2014-06-01 0:00:00,2014-06-06 0:00:00,Standard Class,VP-7163,Victoria Pratama,Corporate,Indonesia,Yogyakarta,DI Yogyakarta,55111,Central,OFF-AP-10004859,Office Supplies,Appliances,Mesin Penghancur Kertas 3156,982800,5,"0,1",185640,2014-06-06 0:00:00,Yogyakarta,55111,7,Minggu
9181,IDN-2017-156776,2017-08-07 0:00:00,2017-08-11 0:00:00,Standard Class,TBA-8693,T. Bala Astuti,Consumer,Indonesia,Yogyakarta,DI Yogyakarta,55111,Central,OFF-BI-10003355,Office Supplies,Binders,Binder Kulit A4 6133,179280,3,"0,2",62748,2017-08-11 0:00:00,Yogyakarta,55111,1,Senin
893,IDN-2017-133256,2017-06-26 0:00:00,2017-06-27 0:00:00,First Class,HP-7636,Harimurti Prastuti,Home Office,Indonesia,Makassar,Sulawesi Selatan,90111,South,OFF-AR-10003158,Office Supplies,Art,Lukisan Cat Air 4729,238800,4,0,81192,2017-06-27 0:00:00,Makassar,90111,1,Senin
6357,IDN-2017-139080,2017-01-23 0:00:00,2017-01-28 0:00:00,Standard Class,JW-2895,Jaswadi Wahyudin,Corporate,Indonesia,Makassar,Sulawesi Selatan,90111,South,OFF-BI-10001757,Office Supplies,Binders,Binder Plastik A4 7812,295200,5,"0,2",103320,2017-01-28 0:00:00,Makassar,90111,1,Senin
7551,IDN-2014-140396,2014-11-20 0:00:00,2014-11-25 0:00:00,Standard Class,DDSM-6079,"Drs. Diana Saefullah, M.Pd",Corporate,Indonesia,Surabaya,Jawa Timur,60231,East,OFF-EN-10002592,Office Supplies,Envelopes,Amplop Coklat 2574,521100,3,0,260550,2014-11-25 0:00:00,Surabaya,60231,4,Kamis
5692,IDN-2015-138093,2015-12-10 0:00:00,2015-12-16 0:00:00,Standard Class,UH-5057,Usyi Hutagalung,Corporate,Indonesia,Semarang,Jawa Tengah,50111,Central,OFF-PA-10001509,Office Supplies,Paper,Kertas HVS F4 0680,671250,5,0,308775,2015-12-16 0:00:00,Semarang,50111,4,Kamis
3433,IDN-2017-148264,2017-12-08 0:00:00,2017-12-09 0:00:00,First Class,MS-5680,Mahesa Simbolon,Consumer,Indonesia,Semarang,Jawa Tengah,50111,Central,OFF-PA-10003651,Office Supplies,Paper,Kertas Foto 7553,901800,9,0,432864,2017-12-09 0:00:00,Semarang,50111,5,Jumat
1927,IDN-2016-139710,2016-06-09 0:00:00,2016-06-15 0:00:00,Standard Class,MSS-9580,"Maman Suwarno, S.Ked",Consumer,Indonesia,Bandung,Jawa Barat,40111,West,TEC-PH-10001198,Technology,Phones,Smartphone Android 1890,2662200,3,"0,2",299497,2016-06-15 0:00:00,Bandung,40111,4,Kamis
7636,IDN-2017-158526,2017-12-29 0:00:00,2018-01-01 0:00:00,Second Class,DKP-1361,drg. Kayla Pratiwi,Consumer,Indonesia,Denpasar,Bali,80231,South,FUR-CH-10004495,Furniture,Chairs,Kursi Kantor 6596,4514700,1,0,1309263,2018-01-01 0:00:00,Denpasar,80231,5,Jumat
5340,IDN-2015-146486,2015-11-09 0:00:00,2015-11-14 0:00:00,Second Class,PS-4653,Pia Suartini,Consumer,Indonesia,Bandung,Jawa Barat,40111,West,OFF-EN-10001509,Office Supplies,Envelopes,Amplop Coklat 1256,183600,6,0,86292,2015-11-14 0:00:00,Bandung,40111,1,Senin
3479,IDN-2016-131289,2016-12-08 0:00:00,2016-12-14 0:00:00,Standard Class,KM-6608,Kamal Mulyani,Corporate,Indonesia,,Bali,80231,South,OFF-AR-10003056,Office Supplies,Art,Kaligrafi Dinding 4422,128400,2,0,37236,2016-12-14 0:00:00,Denpasar,80231,4,Kamis
615,IDN-2017-138611,2017-11-14 0:00:00,,Second Class,PGS-3132,"Parman Gunawan, S.Farm",Consumer,Indonesia,Surabaya,Jawa Timur,60231,East,TEC-PH-10000011,Technology,Phones,Feature Phone Dual SIM 9348,1799100,10,"0,4",239880,2017-11-14 0:00:00,Surabaya,60231,2,Selasa
3307,IDN-2014-104738,2014-12-30 0:00:00,2015-01-01 0:00:00,Second Class,KM-6608,Kamal Mulyani,Corporate,Indonesia,Denpasar,Bali,80231,South,TEC-PH-10000576,Technology,Phones,Feature Phone Dual SIM 8008,4931640,3,"0,2",431518,2015-01-01 0:00:00,Denpasar,80231,2,Selasa
8481,IDN-2014-109890,2014-07-21 0:00:00,,Standard Class,EN-5549,Elma Narpati,Consumer,Indonesia,Jakarta,DKI Jakarta,10110,West,TEC-PH-10004100,Technology,Phones,Feature Phone Dual SIM 3617,539700,2,0,151116,2014-07-21 0:00:00,Jakarta,10110,1,Senin
9926,IDN-2015-159534,2015-03-20 0:00:00,,First Class,RY-3860,Restu Yulianti,Corporate,Indonesia,Makassar,Sulawesi Selatan,90111,South,OFF-BI-10003656,Office Supplies,Binders,Binder Kancing A4 1143,16319040,8,"0,2",5303688,2015-03-20 0:00:00,Makassar,90111,5,Jumat
5677,IDN-2014-135993,2014-05-28 0:00:00,2014-06-02 0:00:00,Standard Class,VN-6542,Violet Nasyidah,Corporate,Indonesia,Bandung,Jawa Barat,40111,West,TEC-AC-10004877,Technology,Accessories,Mouse Wireless 5664,414000,4,0,33120,2014-06-02 0:00:00,Bandung,40111,3,Rabu
5984,IDN-2017-112984,2017-09-16 0:00:00,2017-09-18 0:00:00,Second Class,HS-1761,Hardana Sudiati,Consumer,Indonesia,Palembang,Sumatera Selatan,30111,Central,OFF-PA-10003657,Office Supplies,Paper,Kertas HVS F4 3297,308160,6,"0,2",96300,2017-09-18 0:00:00,Palembang,30111,6,Sabtu
6275,IDN-2016-139087,2016-07-17 0:00:00,,Second Class,TU-9312,Tami Utami,Consumer,Indonesia,Palembang,Sumatera Selatan,30111,Central,TEC-AC-10004595,Technology,Accessories,Mouse Wireless 6920,6426000,3,0,1349460,2016-07-17 0:00:00,Palembang,30111,7,Minggu
3932,IDN-2016-132094,2016-08-26 0:00:00,2016-09-02 0:00:00,Standard Class,DU-1876,Dodo Usamah,Corporate,Indonesia,Jakarta,DKI Jakarta,10110,West,OFF-AR-10004165,Office Supplies,Art,Lukisan Kanvas 7576,82080,3,"0,2",24624,2016-09-02 0:00:00,Jakarta,10110,5,Jumat
8049,IDN-2016-168543,2016-07-03 0:00:00,2016-07-07 0:00:00,Standard Class,TRSS-6388,"T. Ridwan Suartini, S.Gz",Corporate,Indonesia,Balikpapan,Kalimantan Timur,76114,East,OFF-AP-10000938,Office Supplies,Appliances,Dispenser Air 4813,10602900,7,0,2968812,2016-07-07 0:00:00,Balikpapan,76114,7,Minggu
2002,IDN-2017-166128,2017-04-11 0:00:00,,Standard Class,NW-2477,Nilam Wijayanti,Consumer,Indonesia,Jakarta,DKI Jakarta,10110,West,OFF-AR-10001221,Office Supplies,Art,Poster Ilustrasi 7983,627900,7,0,213486,2017-04-11 0:00:00,Jakarta,10110,2,Selasa
9395,IDN-2014-125997,2014-09-20 0:00:00,2014-09-23 0:00:00,First Class,ZW-7848,Zelda Waskita,Consumer,Indonesia,Semarang,Jawa Tengah,50111,Central,FUR-CH-10001394,Furniture,Chairs,Kursi Lipat 2875,9476730,2,"0,1",2105940,2014-09-23 0:00:00,Semarang,50111,6,Sabtu
8803,IDN-2016-140935,2016-11-10 0:00:00,2016-11-12 0:00:00,First Class,DZS-2318,"Dipa Zulkarnain, S.T.",Consumer,Indonesia,Yogyakarta,DI Yogyakarta,55111,Central,FUR-BO-10003966,Furniture,Bookcases,Rak Buku Besi 1153,5129400,2,0,820704,2016-11-12 0:00:00,Yogyakarta,55111,4,Kamis
2389,IDN-2015-145065,2015-12-12 0:00:00,2015-12-15 0:00:00,First Class,TU-9312,Tami Utami,Consumer,Indonesia,Palembang,Sumatera Selatan,30111,Central,OFF-BI-10002437,Office Supplies,Binders,Binder Plastik A4 3360,366720,2,"0,2",132936,2015-12-15 0:00:00,Palembang,30111,6,Sabtu
3137,IDN-2017-164168,2017-11-12 0:00:00,2017-11-18 0:00:00,Standard Class,IZS-5501,"Ifa Zulkarnain, S.Sos",Home Office,Indonesia,Jakarta,DKI Jakarta,10110,West,TEC-PH-10004908,Technology,Phones,Smartphone Entry Level 9187,1019880,1,"0,2",127485,2017-11-18 0:00:00,Jakarta,10110,7,Minggu
7277,IDN-2014-120670,2014-11-02 0:00:00,2014-11-06 0:00:00,Standard Class,CP-3935,Ciaobella Purwanti,Home Office,Indonesia,Bandung,Jawa Barat,40111,West,TEC-AC-10004171,Technology,Accessories,Flashdisk 9458,11998800,10,"0,2",3599640,2014-11-06 0:00:00,Bandung,40111,7,Minggu
3871,IDN-2015-132486,2015-10-23 0:00:00,2015-10-27 0:00:00,Second Class,MTS-1035,"Michelle Tampubolon, S.Pd",Consumer,Indonesia,Surabaya,Jawa Timur,,East,OFF-PA-10004971,Office Supplies,Paper,Kertas HVS F4 7014,173400,2,0,84966,2015-10-27 0:00:00,Surabaya,60231,5,Jumat
3595,IDN-2016-164154,2016-09-11 0:00:00,2016-09-17 0:00:00,Standard Class,ISS-3608,"Ismail Setiawan, S.E.I",Home Office,Indonesia,Yogyakarta,DI Yogyakarta,55111,Central,OFF-ST-10002562,Office Supplies,Storage,Box Arsip 9633,562800,5,"0,2",56280,2016-09-17 0:00:00,Yogyakarta,55111,7,Minggu
6832,IDN-2017-123204,2017-07-21 0:00:00,2017-07-27 0:00:00,Standard Class,JP-7147,Jaga Pertiwi,Consumer,Indonesia,Jakarta,DKI Jakarta,10110,West,OFF-AP-10002287,Office Supplies,Appliances,Mesin Penghancur Kertas 7509,262200,4,0,68172,2017-07-27 0:00:00,Jakarta,10110,5,Jumat
9485,IDN-2016-164770,2016-12-02 0:00:00,2016-12-04 0:00:00,Second Class,DVMS-3730,"Dr. Vera Mansur, S.Farm",Corporate,Indonesia,Bandung,Jawa Barat,40111,West,FUR-BO-10003893,Furniture,Bookcases,Rak Buku Kayu 7914,11727960,10,"0,32",-2069640,2016-12-04 0:00:00,Bandung,40111,5,Jumat
6359,IDN-2017-139080,2017-01-23 0:00:00,2017-01-28 0:00:00,Standard Class,JW-2895,Jaswadi Wahyudin,Corporate,Indonesia,Makassar,Sulawesi Selatan,90111,South,OFF-PA-10002262,Office Supplies,Paper,Kertas HVS F4 7251,97200,1,0,46656,2017-01-28 0:00:00,Makassar,90111,1,Senin
2597,IDN-2017-149048,2017-05-13 0:00:00,2017-05-17 0:00:00,Standard Class,PRW-5467,Puti Ratna Wahyuni,Corporate,Indonesia,surabaya,Jawa Timur,60231,East,TEC-PH-10002310,Technology,Phones,Smartphone Android 2183,8819550,3,0,2381279,2017-05-17 0:00:00,Surabaya,60231,6,Sabtu
2542,IDN-2016-144792,2016-04-30 0:00:00,2016-05-04 0:00:00,Standard Class,RI-4739,Restu Iswahyudi,Corporate,Indonesia,Palembang,Sumatera Selatan,30111,Central,FUR-FU-10002759,Furniture,Furnishings,Gorden 2164,1678320,7,"0,2",335664,2016-05-04 0:00:00,Palembang,30111,6,Sabtu
3785,IDN-2017-125752,2017-07-31 0:00:00,2017-08-04 0:00:00,Standard Class,OA-9701,Ophelia Anggraini,Home Office,Indonesia,Balikpapan,Kalimantan Timur,76114,East,TEC-AC-10003590,Technology,Accessories,Headset 1867,621360,2,"0,2",124272,2017-08-04 0:00:00,Balikpapan,76114,1,Senin
6700,IDN-2017-145429,2017-07-21 0:00:00,2017-07-25 0:00:00,Standard Class,RD-5551,Rendy Dongoran,Consumer,Indonesia,Denpasar,Bali,80231,South,FUR-CH-10000988,Furniture,Chairs,Kursi Kantor 4481,3379440,2,"0,2",337944,2017-07-25 0:00:00,Denpasar,80231,5,Jumat
9033,IDN-2017-105823,2017-06-22 0:00:00,2017-06-26 0:00:00,Standard Class,MA-8232,Mahdi Agustina,Home Office,Indonesia,Semarang,Jawa Tengah,50111,Central,FUR-CH-10000454,Furniture,Chairs,Kursi Lipat 6346,7319400,2,0,2195820,2017-06-26 0:00:00,Semarang,50111,4,Kamis
5157,IDN-2017-163006,2017-06-30 0:00:00,2017-07-04 0:00:00,Second Class,DM-1672,Dimas Mustofa,Home Office,Indonesia,Palembang,Sumatera Selatan,30111,Central,TEC-PH-10002584,Technology,Phones,Smartphone Android 1686,15023760,2,"0,2",1877970,2017-07-04 0:00:00,Palembang,30111,5,Jumat
4974,IDN-2016-153815,2016-11-06 0:00:00,2016-11-09 0:00:00,First Class,ZP-1132,Zamira Pradipta,Corporate,Indonesia,Semarang,Jawa Tengah,50111,Central,OFF-PA-10004071,Office Supplies,Paper,Kertas HVS A4 8698,1331520,2,"0,2",466032,2016-11-09 0:00:00,Semarang,50111,7,Minggu
5653,IDN-2017-109099,2017-10-06 0:00:00,2017-10-11 0:00:00,Standard Class,RMK-7761,R.A. Maida Kusumo,Corporate,Indonesia,Surabaya,Jawa Timur,60231,East,OFF-PA-10001033,Office Supplies,Paper,Kertas Foto 8763,614850,1,0,301276,2017-10-11 0:00:00,Surabaya,60231,5,Jumat
7637,IDN-2017-158526,2017-12-29 0:00:00,2018-01-01 0:00:00,Second Class,DKP-1361,drg. Kayla Pratiwi,Consumer,Indonesia,Denpasar,Bali,80231,South,FUR-CH-10001270,Furniture,Chairs,Kursi Kantor 2404,3881250,3,0,1164375,2018-01-01 0:00:00,Denpasar,80231,5,Jumat
4882,IDN-2017-143567,2017-11-02 0:00:00,2017-11-05 0:00:00,Second Class,FS-1861,Fitriani Sudiati,Corporate,Indonesia,Medan,Sumatera Utara,20111,Central,TEC-AC-10004145,Technology,Accessories,Flashdisk 1118,33748650,9,0,7762190,2017-11-05 0:00:00,Medan,20111,4,Kamis
7705,IDN-2016-114601,2016-08-26 0:00:00,2016-09-02 0:00:00,Standard Class,FU-2448,Fitria Utama,Consumer,Indonesia,Makassar,Sulawesi Selatan,90111,South,FUR-TA-10004147,Furniture,Tables,Meja Rapat 6734,6717600,4,0,1477872,2016-09-02 0:00:00,Makassar,90111,5,Jumat
3194,IDN-2014-165428,2014-09-01 0:00:00,2014-09-04 0:00:00,First Class,SM-3349,Sari Mandasari,Consumer,Indonesia,Bandung,Jawa Barat,40111,West,OFF-BI-10002949,Office Supplies,Binders,Binder Kulit A4 8625,54720,3,"0,8",-90288,2014-09-04 0:00:00,Bandung,40111,1,Senin
2618,IDN-2017-147942,2017-04-01 0:00:00,2017-04-05 0:00:00,Standard Class,CH-4013,Cakrawangsa Haryanti,Consumer,Indonesia,Medan,Sumatera Utara,20111,Central,OFF-BI-10001294,Office Supplies,Binders,Binder Kancing A4 7287,1825200,13,"0,2",570375,2017-04-05 0:00:00,Medan,20111,6,Sabtu
819,IDN-2014-140858,2014-06-28 0:00:00,2014-07-02 0:00:00,Standard Class,RU-4991,Rahman Uwais,Consumer,Indonesia,Surabaya,Jawa Timur,60231,East,OFF-BI-10003094,Office Supplies,Binders,Binder Kancing A4 9419,47520,3,"0,7",-36432,2014-07-02 0:00:00,Surabaya,60231,6,Sabtu
9205,IDN-2016-104689,2016-12-01 0:00:00,2016-12-05 0:00:00,Standard Class,DM-6503,Dadi Manullang,Corporate,Indonesia,Surabaya,Jawa Timur,60231,East,OFF-AR-10001149,Office Supplies,Art,Poster Ilustrasi 7023,345600,8,0,103680,2016-12-05 0:00:00,Surabaya,60231,4,Kamis
9686,IDN-2017-118668,2017-01-02 0:00:00,2017-01-04 0:00:00,Second Class,AZ-2525,Ayu Zulkarnain,Corporate,Indonesia,Medan,Sumatera Utara,20111,Central,TEC-AC-10000682,Technology,Accessories,Headset 8927,248850,1,0,87098,2017-01-04 0:00:00,Medan,20111,1,Senin
3258,IDN-2016-161844,2016-12-09 0:00:00,2016-12-14 0:00:00,Second Class,ES-1571,Enteng Suryono,Corporate,Indonesia,Jakarta,DKI Jakarta,10110,West,FUR-TA-10001676,Furniture,Tables,Meja Kerja 3384,1199610,3,"0,4",-439857,2016-12-14 0:00:00,Jakarta,10110,5,Jumat
2531,IDN-2014-111500,2014-08-17 0:00:00,2014-08-21 0:00:00,Standard Class,YRS-5051,"Yulia Ramadan, S.E.I",Corporate,Indonesia,Denpasar,Bali,80231,South,OFF-PA-10000595,Office Supplies,Paper,Kertas HVS F4 3959,1713000,5,0,787980,2014-08-21 0:00:00,Denpasar,80231,7,Minggu
1803,IDN-2017-158379,2017-09-22 0:00:00,2017-09-26 0:00:00,Second Class,SESS-1344,"Sutan Eja Setiawan, S.Pt",Consumer,Indonesia,Jakarta,DKI Jakarta,10110,West,OFF-BI-10002498,Office Supplies,Binders,Binder Kulit A4 9469,84105,1,"0,7",-64480,2017-09-26 0:00:00,Jakarta,10110,5,Jumat
2001,IDN-2017-166128,2017-04-11 0:00:00,2017-04-18 0:00:00,Standard Class,NW-2477,Nilam Wijayanti,Consumer,Indonesia,Jakarta,DKI Jakarta,10110,West,TEC-AC-10001767,Technology,Accessories,Flashdisk 1246,2999250,5,0,329917,2017-04-18 0:00:00,Jakarta,10110,2,Selasa
1035,IDN-2016-109820,2016-11-20 0:00:00,2016-11-22 0:00:00,First Class,RA-7715,Raisa Anggriawan,Consumer,Indonesia,Palembang,Sumatera Selatan,30111,Central,OFF-BI-10003460,Office Supplies,Binders,Ordner Arsip A4 3078,39420,2,"0,7",-28908,2016-11-22 0:00:00,Palembang,30111,7,Minggu
1477,IDN-2017-104955,2017-03-19 0:00:00,2017-03-24 0:00:00,Standard Class,DP-2264,Diana Pratiwi,Home Office,Indonesia,Makassar,Sulawesi Selatan,90111,South,OFF-LA-10003121,Office Supplies,Labels,Label Harga 3557,433650,7,0,199479,2017-03-24 0:00:00,Makassar,90111,7,Minggu
5070,IDN-2014-124478,2014-08-08 0:00:00,2014-08-12 0:00:00,Standard Class,KL-2932,Kasim Lazuardi,Home Office,Indonesia,Yogyakarta,DI Yogyakarta,55111,Central,OFF-AP-10002495,Office Supplies,Appliances,Dispenser Air 2203,2513025,3,"0,1",558450,2014-08-12 0:00:00,Yogyakarta,55111,5,Jumat
9080,IDN-2016-108105,2016-02-16 0:00:00,2016-02-23 0:00:00,Standard Class,TU-3958,Tari Usamah,Consumer,Indonesia,Medan,Sumatera Utara,20111,Central,OFF-BI-10002412,Office Supplies,Binders,Binder Plastik A4 9228,87000,1,0,39150,2016-02-23 0:00:00,Medan,20111,2,Selasa
6904,IDN-2017-111220,2017-09-02 0:00:00,2017-09-08 0:00:00,Standard Class,CN-2515,Cagak Nasyiah,Corporate,Indonesia,Palembang,Sumatera Selatan,30111,Central,OFF-AP-10003278,Office Supplies,Appliances,Dispenser Air 6221,83820,2,"0,8",-226314,2017-09-08 0:00:00,Palembang,30111,6,Sabtu
4852,IDN-2014-107818,2014-09-08 0:00:00,2014-09-14 0:00:00,Standard Class,NP-5658,Natalia Pranowo,Consumer,Indonesia,Denpasar,Bali,80231,South,OFF-AR-10000380,Office Supplies,Art,Lukisan Kanvas 5892,4557600,8,0,1367280,2014-09-14 0:00:00,Denpasar,80231,1,Senin
9807,IDN-2016-136322,2016-10-21 0:00:00,2016-10-26 0:00:00,Standard Class,JH-9720,Jaka Halim,Home Office,Indonesia,Palembang,Sumatera Selatan,30111,Central,OFF-BI-10004817,Office Supplies,Binders,Ordner Arsip A4 5382,431280,8,"0,7",-316272,2016-10-26 0:00:00,Palembang,30111,5,Jumat
8505,IDN-2016-109400,2016-05-02 0:00:00,2016-05-06 0:00:00,Standard Class,HNS-8924,"Harsana Nasyidah, S.Kom",Consumer,Indonesia,Palembang,Sumatera Selatan,30111,Central,FUR-CH-10003298,Furniture,Chairs,Kursi Kantor 8743,5501160,4,"0,3",-1650348,2016-05-06 0:00:00,Palembang,30111,1,Senin
9775,IDN-2014-169019,2014-07-26 0:00:00,2014-07-30 0:00:00,Standard Class,MS-5680,Mahesa Simbolon,Consumer,Indonesia,Semarang,Jawa Tengah,50111,Central,OFF-BI-10004995,Office Supplies,Binders,Ordner Arsip A4 3502,32663760,8,"0,8",-55528392,2014-07-30 0:00:00,Semarang,50111,6,Sabtu
6771,IDN-2017-139402,2017-12-09 0:00:00,2017-12-13 0:00:00,Standard Class,PHS-6911,"Puput Hassanah, S.Pd",Corporate,Indonesia,Makassar,Sulawesi Selatan,90111,South,OFF-PA-10004359,Office Supplies,Paper,Kertas HVS F4 3070,6291000,5,"0,2",2201850,2017-12-13 0:00:00,Makassar,90111,6,Sabtu
4512,IDN-2016-119935,2016-11-10 0:00:00,2016-11-14 0:00:00,Standard Class,UH-5057,Usyi Hutagalung,Corporate,Indonesia,Semarang,Jawa Tengah,50111,Central,OFF-BI-10001597,Office Supplies,Binders,Binder Kancing A4 7835,1229400,2,0,590112,2016-11-14 0:00:00,Semarang,50111,4,Kamis
5516,IDN-2015-103177,2015-05-30 0:00:00,2015-06-01 0:00:00,First Class,SDM-3030,"Sarah Dongoran, M.Ak",Consumer,Indonesia,Medan,Sumatera Utara,20111,Central,TEC-PH-10001527,Technology,Phones,Feature Phone Dual SIM 4394,1932750,3,0,57982,2015-06-01 0:00:00,Medan,20111,6,Sabtu
7072,IDN-2016-112256,2016-07-23 0:00:00,2016-07-28 0:00:00,Standard Class,KK-3195,Koko Kuswoyo,Consumer,Indonesia,Denpasar,Bali,80231,South,OFF-AR-10001216,Office Supplies,Art,Lukisan Cat Air 1029,66720,2,"0,2",5004,2016-07-28 0:00:00,Denpasar,80231,6,Sabtu
3580,IDN-2016-104157,2016-07-25 0:00:00,2016-07-29 0:00:00,Standard Class,VP-7900,Vera Pertiwi,Consumer,Indonesia,Medan,Sumatera Utara,20111,Central,OFF-PA-10004665,Office Supplies,Paper,Kertas HVS A4 5164,982500,5,0,481425,2016-07-29 0:00:00,Medan,20111,1,Senin
2192,IDN-2016-128412,2016-12-10 0:00:00,2016-12-17 0:00:00,Standard Class,BS-8402,Balidin Susanti,Consumer,Indonesia,Yogyakarta,DI Yogyakarta,55111,Central,OFF-BI-10001718,Office Supplies,Binders,Binder Kulit A4 8937,2303280,3,"0,2",777357,2016-12-17 0:00:00,Yogyakarta,55111,6,Sabtu
8081,IDN-2015-150714,2015-10-26 0:00:00,2015-11-01 0:00:00,Standard Class,DH-8651,Devi Hutasoit,Corporate,Indonesia,Jakarta,DKI Jakarta,,West,OFF-LA-10001474,Office Supplies,Labels,Label Stiker 4988,2198160,6,"0,2",714402,2015-11-01 0:00:00,Jakarta,10110,1,Senin
1609,IDN-2016-115819,2016-04-19 0:00:00,2016-04-24 0:00:00,Second Class,AA-7804,Argono Ardianto,Consumer,Indonesia,Medan,Sumatera Utara,20111,Central,OFF-PA-10002377,Office Supplies,Paper,Kertas Foto 2712,340800,4,0,153360,2016-04-24 0:00:00,Medan,20111,2,Selasa
3879,IDN-2014-151001,2014-04-05 0:00:00,2014-04-07 0:00:00,First Class,TSMS-2429,"T. Setya Maryati, S.Farm",Corporate,Indonesia,Palembang,Sumatera Selatan,30111,Central,OFF-ST-10003455,Office Supplies,Storage,Lemari Arsip 4277,744480,4,"0,2",55836,2014-04-07 0:00:00,Palembang,30111,6,Sabtu
312,IDN-2016-142902,2016-09-12 0:00:00,2016-09-14 0:00:00,Second Class,DY-3274,Daru Yulianti,Corporate,Indonesia,,DKI Jakarta,10110,West,FUR-FU-10001756,Furniture,Furnishings,Gorden 8797,228480,1,"0,2",25704,2016-09-14 0:00:00,Jakarta,10110,1,Senin
5476,IDN-2017-169691,2017-06-15 0:00:00,,First Class,HHKS-2932,"H. Heru Kusmawati, S.H.",Home Office,Indonesia,Semarang,Jawa Tengah,50111,Central,OFF-LA-10002312,Office Supplies,Labels,Label Harga 0481,666000,3,0,333000,2017-06-15 0:00:00,Semarang,50111,4,Kamis
5236,IDN-2016-111143,2016-11-19 0:00:00,2016-11-22 0:00:00,First Class,DPM-9983,"Damu Prasetyo, M.M.",Corporate,Indonesia,Jakarta,DKI Jakarta,,West,OFF-AP-10001947,Office Supplies,Appliances,Kipas Angin 9337,824400,3,0,239076,2016-11-22 0:00:00,Jakarta,10110,6,Sabtu
3787,IDN-2016-144218,2016-10-31 0:00:00,2016-11-04 0:00:00,Standard Class,DJU-4155,Drs. Johan Utami,Corporate,Indonesia,Medan,Sumatera Utara,20111,Central,OFF-ST-10002615,Office Supplies,Storage,Box Arsip 9454,16281300,7,0,4233138,2016-11-04 0:00:00,Medan,20111,1,Senin
